BindingDB MonomerID,IC50 (nM),Ligand SMILES
wild_50428717,1,CC[C@@H](C)Nc1c(nnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C(N)=O
wild_50507960,300,CC[C@H](C)Nc1nccc2[nH]nc(C)c12
wild_50208911,167,CC1(C)C(=O)N([C@H]2CCc3c2cccc3O)c2nc(Nc3ccccc3)ncc12
wild_239521,7.08,CC1(C)CC(=O)C=C(C1)c1ccc2[nH]nc(-c3cc(ncn3)N3CCC(F)(F)CC3)c2c1
wild_239527,1.63,CC1(C)CC(=O)C=C(C1)c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_551374,13.7,CC1(C)CC(CCO1)n1c(Cn2cncn2)nc2cnc3ccc(Cl)cc3c12
wild_522423,4.65,CC1(C)CC(CCO1)n1c(nc2cnc3ccc(cc3c12)C#N)C1CCC(F)C1
wild_677984,10,CC1(C)CC(Cn2cc(NC(=O)c3csc(n3)-c3cn[nH]c3)cn2)C1
wild_185370,90,CC1(C)CCCN(C1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_185551,35.2,CC1(C)CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_620795,1.12,CC1(CC1)n1cc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)cn1
wild_620806,1.6,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CC3(C2)CC(C)(O)C3)c1Cl
wild_620817,29.4,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CC3(CN(CC(F)(F)F)C3)C2)c1Cl
wild_620813,0.625,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)c1Cl
wild_620811,2.02,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(CC2)N2CC(F)(F)C2)c1Cl
wild_620818,0.625,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(CC2)N2CC(F)C2)c1Cl
wild_620967,3.04,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)CCOC2)c1Cl
wild_620801,0.625,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)c1Cl
wild_620741,0.954,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COC2)c1Cl
wild_620739,1.07,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CCC#N)CC2)c1Cl
wild_620824,1.27,CC1(CC1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCn3cnnc3C2)c1Cl
wild_50594457,0.1,CC1(CC1C(=O)Nc1cc2cc(N3CCN(CC3)C3(C)COCC3O)c(Cl)cc2cn1)C1CCOC1
wild_620779,0.2,CC1(CCOC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4(F)F)c3Cl)ncc2cc1Cl
wild_678069,309,CC1(Cn2cc(NC(=O)c3csc(n3)-c3cn[nH]c3)c(n2)C(F)F)COC1
wild_677986,12,CC1(Cn2cc(NC(=O)c3csc(n3)-c3cn[nH]c3)cn2)CCC1
wild_620831,1.89,CC1(Cn2ncc(Nc3ncc4cc(Cl)c(cc4n3)N3CCN(CC3)C3(C)COC3)c2Cl)COC1
wild_50557603,0.71,CC1(COC1)N1CCC(CC1)c1cc2n(ncc2cc1Cl)-c1cnn(c1)C12CC(C1)C2
wild_620842,28.3,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3ccn(CC(F)(F)F)n3)ncc2cc1Cl
wild_620836,4.13,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(c3)C(F)F)ncc2cc1Cl
wild_620797,2.39,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(c3)C3CC3)ncc2cc1Cl
wild_620743,3.68,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(c3Cl)C3(CC3)C(F)(F)F)ncc2cc1Cl
wild_620740,4.01,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC(F)C4)c3Cl)ncc2cc1Cl
wild_620839,3.24,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4(F)F)c3Cl)ncc2cc1Cl
wild_620796,2.32,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_620829,4.61,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CCC4)c3Cl)ncc2cc1Cl
wild_620828,1.87,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(C4COC4)c3Cl)ncc2cc1Cl
wild_620798,3.03,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC(F)(F)F)c3)ncc2cc1Cl
wild_620832,1.82,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC4(CC4)C#N)c3)ncc2cc1Cl
wild_620844,23.9,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC4C[C@@H](F)[C@H](F)C4)c3)ncc2cc1Cl
wild_620845,8.88,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC4C[C@H](F)[C@@H](F)C4)c3)ncc2cc1Cl
wild_620849,4.93,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC4CC4(F)F)c3)ncc2cc1Cl
wild_620827,0.625,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC4CC4)c3Cl)ncc2cc1Cl
wild_620833,2.87,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn(CC4CCC4)c3Cl)ncc2cc1Cl
wild_620799,2.59,CC1(COC1)N1CCN(CC1)c1cc2nc(Nc3cnn4CCCc34)ncc2cc1Cl
wild_620985,60.8,CC1(COC1)N1CCN(CC1)c1nc2nc(Nc3cnn(CC(F)F)c3Cl)ncc2cc1Cl
wild_50594456,0.081283,CC1(COCC1O)N1CCN(CC1)c1cc2cc(NC(=O)C3CC3c3cccs3)ncc2cc1Cl
wild_620918,3.12,CC1(COCC1O)N1CCN(CC1)c1cc2cc(Nc3cnn(C4CC4(F)F)c3Cl)ncc2cc1Cl
wild_620920,1.21,CC1(COCC1O)N1CCN(CC1)c1cc2cc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_620778,0.178,CC1(COCC1O)N1CCN(CC1)c1cc2nc(Nc3cnn(C(F)F)c3Cl)ncc2cc1Cl
wild_620981,1.69,CC1(COCC1O)N1CCN(CC1)c1cc2nc(Nc3cnn(c3Cl)C34CC(F)(C3)C4)ncc2cc1Cl
wild_620868,0.08,CC1(COCC1O)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4(F)F)c3Cl)ncc2cc1Cl
wild_620712,0.625,CC1(COCC1O)N1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_620708,8.93,CC1(O)C2CC1CN(C2)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_50535646,1,CC1(O)CC2(CN(C2)c2cc(ncn2)-n2ncc3ccc(cc23)C2(CC3(CC3)C2)C#N)C1
wild_620802,2.47,CC1(O)CC2(CN(C2)c2cc3nc(Nc4cnn(c4)C4CC4)ncc3cc2Cl)C1
wild_620807,1.05,CC1(O)CC2(CN(C2)c2cc3nc(Nc4cnn(C5CC5)c4Cl)ncc3cc2Cl)C1
wild_593273,125,CC1(O)CCC(COc2nc(Nc3ccc(cc3)N3CCOCC3)ncc2F)CC1
wild_50596999,0.169044,CC1(O)CCN(C1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_620681,4.71,CC1(O)CCN(C1)c1cc2nc(Nc3cnn(CC(F)F)c3Cl)ncc2cc1Cl
wild_620878,1.24,CC1(O)CCN(CC1)c1c(Cl)cc2cnc(Nc3cnn(c3Cl)C34CC(C3)C4)nc2c1Cl
wild_620725,0.625,CC1(O)CCN(CC1)c1cc2nc(Nc3cnn([C@H]4CCN(C[C@@H]4F)C4COC4)c3Cl)ncc2cc1Cl
wild_620877,0.808,CC1(O)CCN(CC1)c1cc2nc(Nc3cnn(c3)C34CC(C3)C4)ncc2cc1Cl
wild_620728,5.9,CC1(O)CCN(CC1)c1cc2nc(Nc3cnn(c3)C3CC3)ncc2cc1Cl
wild_620773,8.43,CC1(O)CCN(CC1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1C#N
wild_620701,1.39,CC1(O)CCN(CC1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_185570,12,Cc1[nH]c2ncnc(N3CCOCC3)c2c1-c1cccc(c1)C#N
wild_185464,47,Cc1[nH]c2ncnc(N3CCOCC3)c2c1-c1cnn(C)c1
wild_50597180,17,Cc1[nH]nc(c1-c1cc(C)c(c(C)c1)-c1cccc(c1)S(N)(=O)=O)-c1ccncc1
wild_50597177,4.3,Cc1[nH]nc(c1-c1cc(F)c(c(F)c1)-c1cccc(c1)S(N)(=O)=O)-c1ccncc1
wild_50597168,213,Cc1[nH]nc(c1-c1ccc(c(C)c1)-c1cccc(c1)C(N)=O)-c1ccncc1
wild_50597169,96,Cc1[nH]nc(c1-c1ccc(c(C)c1)-c1cccc(c1)S(C)(=O)=O)-c1ccncc1
wild_50597166,6.2,Cc1[nH]nc(c1-c1ccc(c(C)c1)-c1cccc(c1)S(N)(=O)=O)-c1ccncc1
wild_50597176,7.6,Cc1[nH]nc(c1-c1ccc(c(F)c1)-c1cccc(c1)S(N)(=O)=O)-c1ccncc1
wild_50597174,323,Cc1[nH]nc(c1-c1ccc(-c2cccc(c2)S(N)(=O)=O)c(c1)C#N)-c1ccncc1
wild_50597173,88,Cc1[nH]nc(c1-c1ccc(-c2cccc(c2)S(N)(=O)=O)c(c1)C(F)(F)F)-c1ccncc1
wild_50597182,2.4,Cc1[nH]nc(c1-c1ccc(-c2cccc(c2)S(N)(=O)=O)c(c1)C1CC1)-c1ccnc(C)c1
wild_50597178,3.1,Cc1[nH]nc(c1-c1ccc(-c2cccc(c2)S(N)(=O)=O)c(c1)C1CC1)-c1ccncc1
wild_50597181,8.1,Cc1[nH]nc(c1-c1ccc(-c2cccc(c2)S(N)(=O)=O)c(F)c1F)-c1ccncc1
wild_50597156,208,Cc1[nH]nc(c1-c1ccc(cc1)-c1cc(cc(C)c1C)S(N)(=O)=O)-c1ccncc1
wild_50597149,15,Cc1[nH]nc(c1-c1ccc(cc1)-c1cc(ccc1C)S(N)(=O)=O)-c1ccncc1
wild_50597152,76,Cc1[nH]nc(c1-c1ccc(cc1)-c1ccc(c(C)c1C)S(N)(=O)=O)-c1cc(C)nc(C)c1
wild_50597151,101,Cc1[nH]nc(c1-c1ccc(cc1)-c1ccc(c(C)c1C)S(N)(=O)=O)-c1ccnc(C)c1
wild_50597153,33,Cc1[nH]nc(c1-c1ccc(cc1)-c1ccc(c(C)c1C)S(N)(=O)=O)-c1ccnc(c1)N1CCOCC1
wild_50597150,278,Cc1[nH]nc(c1-c1ccc(cc1)-c1ccc(c(C)c1C)S(N)(=O)=O)-c1ccncc1
wild_50597164,4,Cc1[nH]nc(c1-c1ccc(cc1)-c1cccc(c1)S(N)(=O)=O)-c1cc(C)nc(C)c1
wild_50597157,6.9,Cc1[nH]nc(c1-c1ccc(cc1)-c1cccc(c1)S(N)(=O)=O)-c1ccnc(C)c1
wild_50597160,1.1,Cc1[nH]nc(c1-c1ccc(cc1)-c1cccc(c1)S(N)(=O)=O)-c1ccnc(c1)N1CCOCC1
wild_50597148,21,Cc1[nH]nc(c1-c1ccc(cc1)-c1cccc(c1)S(N)(=O)=O)-c1ccncc1
wild_50597155,61,Cc1[nH]nc(c1-c1ccc(cc1)-c1cccc(c1C)S(N)(=O)=O)-c1ccncc1
wild_50597167,261,Cc1[nH]nc(c1-c1ccc(cc1C)-c1cccc(c1)S(N)(=O)=O)-c1ccncc1
wild_105157,190,Cc1[nH]nc2ccnc(NC3CCOCC3)c12
wild_105159,86,Cc1[nH]nc2ccnc(OC3CCCC3)c12
wild_678092,25.7,Cc1[nH]ncc1-c1nc(cs1)C(=O)Nc1cnn(c1)C1CCC1
wild_50612219,2.6,CC1=C(Cn2nnnc2N1c1ccccc1)C(=O)Nc1ccc2[nH]ncc2c1
wild_50612217,4650,CC1=C(Cn2nnnc2N1CCN1CCOCC1)C(=O)Nc1ccc2[nH]ncc2c1
wild_624743,6.8,Cc1c(c(OCCCn2nc(Cl)c3cnc(Cl)nc23)nn1C1CCOCC1)[N+]([O-])=O
wild_569185,550,Cc1c(C)c(C#N)c(C=C)nc1C(=O)Nc1ccc2[nH]nc(C3CC3)c2c1
wild_569149,550,Cc1c(C)c(C#N)c(Cl)nc1C(=O)Nc1ccc2[nH]nc(c2c1)S(C)(=O)=O
wild_569187,550,Cc1c(C)c(C#N)c(nc1C(=O)Nc1ccc2[nH]nc(C3CC3)c2c1)C1CC1
wild_50597154,16,Cc1c(C)c(ccc1-c1ccc(cc1)-c1c[nH]nc1-c1ccnc(c1)N1CCOCC1)S(N)(=O)=O
wild_50597145,57,Cc1c(C)c(ccc1-c1ccc(cc1)-c1c[nH]nc1-c1ccncc1)S(N)(=O)=O
wild_569167,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1cc(F)c2[nH]ncc2c1
wild_569091,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1cc2c(n[nH]c2cn1)-c1cnco1
wild_569119,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(\C=C/C(F)(F)F)c2c1
wild_569114,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(\C=C3\CCOC3)c2c1
wild_569153,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(Br)c2c1
wild_569145,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C(F)F)c2c1
wild_569129,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C=C3CCC3)c2c1
wild_569115,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C=C3CCOCC3)c2c1
wild_569116,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C=C3COC3)c2c1
wild_569121,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(c2c1)C1(C)CC1
wild_569110,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C3CC3(C)C)c2c1
wild_569076,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C3CC3)c2c1
wild_569118,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C3CC3C(F)(F)F)c2c1
wild_569105,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(C3CC3c3ccccc3)c2c1
wild_569133,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3cccn(C)c3=O)c2c1
wild_569057,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccn(n3)C(F)F)c2c1
wild_569083,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccncn3)c2c1
wild_569093,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3cn(C)nn3)c2c1
wild_569051,550,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ncco3)c2c1
wild_569154,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(Cl)c2c1
wild_569168,5500,Cc1c(C)c(ncc1C#N)C(=O)Nc1ccc2[nH]nc(F)c2c1
wild_568879,550,Cc1c(cc(C#N)n1C)C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c2c1
wild_185544,13.2,Cc1c(cccc1-c1c[nH]c2ncnc(N3CCOCC3)c12)C#N
wild_514988,550,Cc1c(Cl)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_50603024,11,Cc1c(CNc2ccc3[nH]nc(-c4ccncc4)c3c2)cccc1C#N
wild_568976,550,Cc1c(cnn1C)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_515004,550,Cc1c(F)c(Cl)ccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_515002,550,Cc1c(F)c(F)ccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_515008,55,Cc1c(F)cc(N)cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514995,550,Cc1c(F)ccc(c1C)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_515003,550,Cc1c(F)ccc(F)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514961,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)c(Cl)n2c1
wild_514991,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)c(F)n2c1
wild_515030,55,Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@H]3F)cn2c1
wild_515029,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@H]3C[C@@H]3F)cn2c1
wild_515031,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@H]3C[C@H]3F)cn2c1
wild_515037,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)C3CC(F)(F)C3)cn2c1
wild_515036,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)C3CC(F)C3)cn2c1
wild_515035,550,Cc1c(F)cccc1-c1ccc2nc(NC(=O)C3CC3(F)F)cn2c1
wild_515028,55,Cc1c(F)cccc1-c1ccc2nc(NC(=O)C3CC3)cn2c1
wild_515034,55,Cc1c(F)cccc1-c1ccc2nc(NC(=O)C3CCC3)cn2c1
wild_514972,550,Cc1c(F)cncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_568986,550,Cc1c(n[nH]c1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_620782,3.36,Cc1c(N2CCN(CC2)C2(C)COC2)c(Cl)cc2cnc(Nc3cnn(CC(F)(F)F)c3)nc12
wild_514967,550,Cc1c(NC(=O)[C@@H]2C[C@@H]2F)nc2ccc(cn12)-c1c(C)cccc1F
wild_514966,550,Cc1c(NC(=O)[C@@H]2C[C@@H]2F)nc2ccc(cn12)-c1cccc(F)c1C
wild_568957,550,Cc1c(nc(C#N)n1C)C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c2c1
wild_620668,0.716,Cc1c(Nc2cc3cc(N4CCN(CC4)[C@@]4(C)COC[C@H]4O)c(Cl)cc3cn2)cnn1C1CC1
wild_620669,8.41,Cc1c(Nc2cc3cc(N4CCN(CC4)[C@]4(C)COC[C@@H]4O)c(Cl)cc3cn2)cnn1C1CC1
wild_620917,1.35,Cc1c(Nc2cc3cc(N4CCN(CC4)C4(C)COCC4O)c(Cl)cc3cn2)cnn1C1CC1
wild_620919,0.522,Cc1c(Nc2cc3cc(N4CCN(CC4)C4(C)COCC4O)c(Cl)cc3cn2)cnn1C1CC1(F)F
wild_593257,125,Cc1c(Nc2ncc(F)c(OC[C@H]3CC[C@H](O)CC3)n2)cnn1C(F)F
wild_620719,0.279,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2(C)CCOC2)cnn1C12CC(C1)C2
wild_620861,2.82,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2(C)COC2)cnn1C1CC1
wild_620716,0.576,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)cnn1C
wild_620854,0.18,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)cnn1C1CC1
wild_620853,0.31,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)cnn1C1CC1(F)F
wild_620718,1.77,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C
wild_620857,0.197,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C1CC1
wild_620852,0.45,Cc1c(Nc2ncc3cc(C)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C1CC1(F)F
wild_50584322,0.65,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)C2CCN(CC2)C2COC2)cnn1C1CC1
wild_620746,0.486,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2C[C@@H]3CC[C@H](C2)[C@]3(C)O)cnn1C1CC1
wild_620881,3.57,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)cnn1C(C)(C)C#N
wild_620870,1.92,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)cnn1C1CC1
wild_620875,0.2,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)cnn1C1CC1(F)F
wild_620733,0.106,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(O)CC2)cnn1C1CC1
wild_620965,0.721,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC(C)(C)C2)cnn1C1CC1
wild_620834,11.1,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)cnn1CC(C)(C)O
wild_620672,0.625,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)cnn1CCF
wild_620756,0.438,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)cnn1C
wild_620884,0.322,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)cnn1C1CC1
wild_620904,0.352,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)cnn1C1CC1(F)F
wild_620673,1.89,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2CCCC2C#N)cnn1C1CC1
wild_620964,0.56,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COC(C)(C)C2)cnn1C1CC1
wild_620890,0.603,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C
wild_620887,0.323,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C(C)(C)C#N
wild_620979,0.668,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C(F)F
wild_620780,0.625,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C1CC1
wild_620905,0.65,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1C1CC1(F)F
wild_620898,0.608,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1CC(F)(F)F
wild_620891,0.418,Cc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)cnn1CC(F)F
wild_620991,4.55,Cc1c(Nc2ncc3cc(Cl)c(nc3n2)N2CCN(CC2)C2COCC2O)cnn1C1CC1
wild_620988,32.6,Cc1c(Nc2ncc3cc(F)c(NCC4CC4)nc3n2)cnn1C1CCOCC1
wild_50584326,0.7,Cc1c(Nc2ncc3ccc(cc3n2)C2(CC2)C#N)cnn1C1CCOCC1
wild_50584323,6800,Cc1c(Nc2ncc3ccc(cc3n2)C2CCN(CC2)C2COC2)cnn1C1CCOCC1
wild_50584327,1.7,Cc1c(Nc2ncc3ccc(cc3n2)-c2ccn[nH]2)cnn1C1CCOCC1
wild_620935,0.749,Cc1c(Nc2ncc3ccc(cc3n2)N2C(COC2=O)C2CC2)cnn1C1CCOCC1
wild_620947,25.9,Cc1c(Nc2ncc3ccc(cc3n2)N2C3CCC(C3)C2=O)cnn1C1CC2(C1)CN(C2)C1COC1
wild_50584329,1,Cc1c(Nc2ncc3cccc(C4CC4)c3n2)cnn1C1CCOCC1
wild_569139,5500,Cc1c(ncc(C#N)c1C(F)(F)F)C(=O)Nc1ccc2[nH]nc(C3CC3)c2c1
wild_568946,550,Cc1c(nn(C)c1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_568945,550,Cc1c(nn(C)c1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_569049,550,Cc1c(nn(C)c1C(=O)Nc1ccc2[nH]nc(-c3cnoc3)c2c1)C#N
wild_569033,550,Cc1c(noc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_515021,550,Cc1c[nH]c2ccc(C)c(-c3ccc4nc(NC(=O)[C@@H]5C[C@@H]5F)cn4c3)c12
wild_515011,550,Cc1c[nH]c2ncc(cc12)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514977,550,Cc1c[nH]nc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_624736,8,Cc1c2Nc3ncc4c(Br)nn(CCCOc2nn1C1CCOCC1)c4n3
wild_624757,14,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCCCOC1)c4n3
wild_624733,9.2,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCCOC1)c4n3
wild_624789,17,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCCOCC1)c4n3
wild_624773,17,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCOC(C)(C)C1)c4n3
wild_624762,15,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCOC[C@@H]1F)c4n3
wild_624783,3.2,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@@H]1CCOC2(CC2)C1)c4n3
wild_624755,16,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CC[C@H](F)CC1)c4n3
wild_624770,28,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CC1(F)F)c4n3
wild_624758,19,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCCCOC1)c4n3
wild_624734,12,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCCOC1)c4n3
wild_624788,19,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCCOCC1)c4n3
wild_624772,7.9,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCOC(C)(C)C1)c4n3
wild_624761,5.6,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCOC[C@@H]1F)c4n3
wild_624784,2.6,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1[C@H]1CCOC2(CC2)C1)c4n3
wild_624731,55,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C)c4n3
wild_624744,16,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1(C)COC1)c4n3
wild_624766,23,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1(CC1)C(N)=O)c4n3
